Group,SampleID,pc1end,pc2end,Roost,CollectionMonth,Site,Labeler,pc1start,pc2start,DistMethod,Pid
EN-B-June,6212017EGB8,-0.200622975272742,-0.0813712250741456,B,June,EN,EN-B,-0.165219294180683,0.0618607153861177,dice,pid=100
EN-B-June,6212017EGB9,-0.190544941892094,0.0398459335418222,B,June,EN,EN-B,-0.165219294180683,0.0618607153861177,dice,pid=100
EN-B-September,9152017EGB10,0.0911787347412676,-0.152989889576753,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EGB5,-0.0202491013184012,0.0866714655372993,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EGB6,0.0407339070583482,0.100561724202067,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EgnerB4,0.108698065017503,-0.0335608154029405,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EGB8,0.111214833163207,-0.182983969823169,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EGB9,-0.0946408062192176,0.00909664126360445,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EgnerPoolB4,0.332570602332306,0.213749408060096,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EGB7,0.112229975003943,-0.0776823506483352,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EgnerPoolB1,0.31618874298404,0.226430224301095,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EgnerB1,0.227637668867577,0.0349965542544319,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EgnerB2,0.152738849918928,0.00765252019687544,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
EN-B-September,9152017EgnerB3,0.212448744781959,-0.0694494612265285,B,September,EN,EN-B,0.175410815192399,0.0550307388668331,dice,pid=100
