Feature ID	Taxon	Confidence
aef5ececa3c7222f79201ff173264ecb	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Araneidae;g__Eustala;s__	0.9656820457847457
aa4d83769bb78b8e50306bab0632d4d0	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Araneidae;g__Eustala;s__	0.9645396273762085
8a7106b2d17885a6c85d1269d92b66ef	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__PschodididGC;s__	0.9999938118191856
a236ca087d63a0b26b16b74cc459901b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9662473618681946
7eac848df6dc6050dd03135a19649e5c	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera;s__Erioptera parva	0.9999514238037134
c1b7905f0260401d0e5ea2a9a46ae64a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera;s__Erioptera caliptera	0.9999985731363187
31e12d978ed1196b6c00f93ac8f8187e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__PschodididGC;s__	0.9999931914822185
6c3623d1779582871543cc8c383bd9c5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Rhipidia;s__	0.8605375893200998
4ec8494a7b1d186a378b172d9d77bd4a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera;s__Erioptera parva	0.9999498701267332
70e871af6d992ae94cc20d25d68d809c	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera;s__Erioptera caliptera	0.9999995791986468
f87ce82f78a26d35bd7b744a1ff17c9f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Epiphragma;s__Epiphragma solatrix	0.9999695899524731
87b8fdbf86e5cc78edc357715c4144b0	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana	0.9999567717501373
b4c6a74830ac170f37f937102393fcf4	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae;g__Chrysops	0.9999058231197367
785dff7ab75f1fe0a32a8c39cb5b4266	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Epiphragma;s__Epiphragma solatrix	0.9999807055291894
b7f8b1aa4a2ca9a8513f2284d43054e9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.8538542832235619
2e1119d012fa0dded9d17604f6e0bf4f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes vexans	0.976966547078155
5d00c920d3a2fc0d75d708ce76501cba	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana	0.999949718147775
f9e5b8cc24302a070f42d350ebebbf6b	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae;g__Acrolophus;s__Acrolophus mortipennella	0.9886972621147547
e5c8cd8eb2b5faea4447c5dc0c80b8af	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae;g__Chrysops	0.9999510077590256
4a4ea500dbd9beedb927cd4bf7115e89	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Metalimnobia;s__Metalimnobia triocellata	0.9997675610536033
eec2aa14c96e5016d978a5da275d95a6	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana	0.9999297592840523
1038e6db72ba979e7f58f2b51e224119	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Araneidae;g__Eustala;s__	0.9576449860268967
3fb515f319619065c9d2c2908d02219f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.8236190071173053
0689114c5a17590b2d4fbe383b75ed1f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae;g__Acrolophus;s__Acrolophus mortipennella	0.9941310332761877
899b607541da1317b479029054a4f9de	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes vexans	0.9942933777025783
40768ca3f2a7e987f809b7c06f87c08f	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Psocidae;g__Metylophorus;s__Metylophorus novaescotiae	0.9999967887156748
972f004474b31ee62cf6f7d014aeab7e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Metalimnobia;s__Metalimnobia triocellata	0.9997932202575291
d049fb365cb8ea92bac58c5a3431321c	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma;s__Nephrotoma ferruginea	0.8361199484302493
e44555c09f9655d018b526476f4503d2	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana	0.9999186539933895
04f15c633e48824328826ce8be63afd7	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9864192095171073
d28e69fb1a5135b7a72ab46aa75c45ac	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex;s__Culex erraticus	0.9615046830470665
50371898bc7e087facdc5d743256f4fe	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Potamyia;s__Potamyia flava	0.9999995527324336
7a9de7222706037fa9a9f0fa350c77ca	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex;s__Culex erraticus	0.8573314318582225
848424d5a6a81680d6cd8f3835df4947	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9937072290360393
f8a66cbf02ac319a422820facbcf62d4	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__PschodididGC;s__	0.9999948498655759
5dd79c27b043bbf1ea62212b8b77a488	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9695773164288655
283f4e9b4261d57325b5ff1692bd6153	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Psocidae;g__Metylophorus;s__Metylophorus novaescotiae	0.9999854696126906
89072d1157865a908d1d5ea6b91660f3	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Dolichopodidae;g__;s__	0.9021019295465236
47cf4427ab628fb57a5953967be4c4d1	k__Animalia;p__Arthropoda;c__Insecta	0.991387953045919
405ddf0425ce9e0feccebe56b2c6d20f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma;s__Nephrotoma ferruginea	0.9595068544762961
63b6111d1a531c12e6ae4e9b9431944c	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.985554611610539
58177e2c667bfdd81bc2353680725fa9	k__Animalia;p__Arthropoda	0.9999595241626299
780bc29da8912f96c176b008d53f6f58	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Helius;s__Helius flavipes	0.9949277838393721
a605cd81e6985c1d954cbdd5802427a2	k__Animalia;p__Arthropoda	0.9997886124942355
2d96dcc53d35477597f152881a112bfd	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Ptilodactylidae;g__Ptilodactyla	0.9999997735530001
912623976cf49bbda56a654e1f543e95	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex;s__Culex erraticus	0.9811085001696959
88e73c56c92fcd33c4cb4daa75d3cd57	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex;s__Culex erraticus	0.9252403380989402
a4dc297400831044fca9f04789d61ba6	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Potamyia;s__Potamyia flava	0.9999997498274837
8e5368f6189dc50195772ccc5b104f32	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae;g__Tabanus;s__Tabanus claripennis	0.762014570036157
545d398cad95b1749d53025303dc0b21	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9198402319491895
0e61153c8cd5ac045ff5c46e1f57fd8c	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9946100182923125
a738d5685b5f60dd4218aec33545ce43	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__PschodididGC;s__	0.9999939204678504
b8245582eff6a17338fcaffc57775686	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera	0.7987206009380698
3c16838f5d7d4a8ca60d23c3e598d14a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Dolichopodidae;g__;s__	0.8752593976742594
6217a679a8688ecd5f9b379153e3fa71	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9322980889488762
a8cf38e6d138d846ee7932999414c389	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera	0.7017691804407075
f5e4bef710146b00278ed44fb5d826f7	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Phyllophaga;s__Phyllophaga hirticula	0.9537666870330179
506852dce0cea6de7181e7651203e7b0	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Gypsonoma;s__Gypsonoma salicicolana	0.7360419344943439
4436c2ca69c8a8648bacdf73dc9813fe	k__Animalia;p__Arthropoda	0.9998392664226426
e27c2574953f117708e26a3ae577447f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Helius;s__Helius flavipes	0.995127455073254
2bbf26c1352194da138b8e3608775569	k__Animalia;p__Arthropoda	0.9999595817681164
a5656030a88d1385cd71c5d5832afd57	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Ptilodactylidae;g__Ptilodactyla	0.9999996514777871
5b2075e741bc9a7710782a483731773f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9266222174838197
b8457ed9326889ebaa8880fc8e208097	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae;g__Tabanus;s__Tabanus claripennis	0.7188954515438049
5c72bd697008d165fda85a6628ba4f38	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Glyptotendipes;s__Glyptotendipes meridionalis	0.9992240470689991
7b8067e525d039e0cce635af89e42cbe	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae	0.9926874770069358
a021c995eeb489c85d8c88e10bd2b769	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Axarus;s__Axarus festivus	0.9993898302226194
66a019d5ab6b1795993164416f07e18e	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Phryganeidae;g__Ptilostomis;s__Ptilostomis postica	0.9999593159553151
fda9e7600303d4ea694fa9aa84002fac	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Glyptotendipes;s__Ambiguous_taxa	0.8846702648518203
5f9ea46b0a3ad6387a83800f53e17a82	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9995252618240331
ced6a965affa62795150f2b26b674c65	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera	0.7813456323496206
d46b8ad41d50f3b31ae8491b0d5090bd	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Curculionidae;g__Cossonus;s__Cossonus impressifrons	0.9999682848734739
9f0df29ae8e6ce3bf85cb9aa96a0d96e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9278102205687333
14eb6622cac9a6572a7d2da1e2f72821	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex;s__Culex erraticus	0.9413728170166018
13e8eaa45a367634ff8155b82c12af87	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Psocidae;g__Metylophorus;s__Metylophorus novaescotiae	0.9999255189633566
10b90cf555695e3614e8ef3d17fadd70	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Tetragnathidae;g__Leucauge;s__Leucauge venusta	0.9999981396376366
5e6a9ed4052a3e1474e9ce1f1d6dd373	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9997356372485681
b46f6acdb627b63e7bf182b9ed8a3fd8	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.8301193837255033
cb30a71417db7615f634e27ab385e3b9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae	0.9972022883732616
b6c801c84d5ada3ab77b65418ed6b20e	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Stenacron;s__Stenacron interpunctatum	0.7011351229175153
079b8b9cf476a5cd0da999b3a12abbac	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Phryganeidae;g__Ptilostomis;s__Ptilostomis postica	0.9999826387068425
e79c1b40b31e99541eee9875deb6f787	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma	0.7374258298810068
6759894ab2b80153c23c227bafc0d1af	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Axarus;s__Axarus festivus	0.9992562263440998
1af329863c53832b4ab1937042ae5193	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9836644370605193
2138a1293a182b8d53754dc873c92089	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Aphididae	0.8564236356560934
0e4f816287c0276d320ee3adcf6327f2	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Glyptotendipes;s__Glyptotendipes meridionalis	0.9997382112390908
c20bd75896d0b1e4cd1dad3ce67269a1	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes vexans	0.9617294728398548
54317b5a7f909dc451b7d188068db46b	k__Animalia;p__Arthropoda;c__Insecta	0.9879997091654898
75b1a08b3749bf1f58bcd249617cc3b5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9758536761458924
d97a65f2cecf2d9b6f6f942a9a2861cf	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9999601671314836
21158d0592d0ca5826c3b44b7472656e	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Curculionidae;g__Cossonus;s__Cossonus impressifrons	0.9999055583137042
0d8db3cec9737db211d09c5ee8ac3bce	k__Animalia;p__Arthropoda	0.9953450393884038
e085953a6e7b5b42c9fed61c6b2f9c30	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9995578208909925
f88faf814f30140ce9eaf55fc63becd2	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Tipula;s__	0.7605057360266492
e63de4cb2a28784924e522e3b1f04828	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Helius;s__Helius flavipes	0.9759909702969141
690bc2b78df3977e141cc3ef58180adf	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Epiphragma;s__Epiphragma solatrix	0.9999747012312291
e9c03bb441704490ca8a4c3985cb1236	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7281708539320834
6af2f4e86e352c628c955916cab21d45	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Flatidae;g__Metcalfa;s__Metcalfa pruinosa	0.7170669936099902
d49dd7a7b3b4b24f1f3681ffec4d5c63	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana	0.9993646750290807
7c19af80b863f85aaca332ecc18f9abe	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Psocidae;g__Metylophorus;s__Metylophorus novaescotiae	0.9996320205619049
3d74819f9ef1c7169f148fa1e2203983	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Cosmopterigidae;g__Perimede;s__Perimede circitor	0.9440376957564675
19baf4f4f0b87af6bd7fb28a1b618776	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.8638323365920376
aa27931e6ca3bb4b9347c4189087bdbe	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Helius;s__Helius flavipes	0.997118423740648
bb013631b15f8241e1457abbc41e638f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma;s__Nephrotoma ferruginea	0.9259907823876695
694c9af4d38497780f4029f3e64283a5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Pseudolimnophila;s__Pseudolimnophila luteipennis	0.9994793981734735
203beb7850a8bc11ec65af811fe91ebd	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Epiphragma;s__Epiphragma solatrix	0.9996150588456597
80cecb4a5cb1241d980f4eb0f54ec599	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Helius;s__Helius flavipes	0.9864881837604893
3dbaeb8ffb2c80f41a4ed623ab7e7995	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Choristoneura	0.9423471480518111
84fcedf0a0afbbf024e7b44440de3dbb	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex;s__Culex erraticus	0.8753339883453682
61d85750a5f4a75453d82d12950b6871	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Coquillettidia;s__Coquillettidia perturbans	0.998022272624155
750fc77b4786a7dfdcb6aaa91e342999	k__Animalia;p__Arthropoda;c__Arachnida;o__Trombidiformes;f__Pionidae;g__;s__	0.9547901096443394
6bbff6967e925c7bb6a2c710becbebe4	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Gymnandrosoma;s__Gymnandrosoma punctidiscanum	0.7942246950577001
60c8d174ecbbee120af83004acea32ea	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Ponana;s__Ponana puncticollis	0.9987866750692566
7f62343054b6a2953f472b9227222567	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera;s__Erioptera parva	0.9998489386639676
a7e33f84069d0abadd817ad95199f085	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera;s__Erioptera caliptera	0.999983089468396
6208dea11675582e26a4ac9c0e1ce83c	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Chironomus	0.9799304621319229
3826797b3a953d7764017672f02e97b4	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.8667868252066283
fc6dfdd2178bf1549039d6d37e9d9827	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Aphididae	0.8423980327675218
e268ab6f31df344da0761dc4143d9e05	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex;s__Culex erraticus	0.9467875145975169
4e7f58de8710bea59de44016ff771586	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus;s__Melanotus miscellus	0.9175576970069271
b83442fe72415e141cc04b11bbc90ac3	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma;s__Nephrotoma macrocera	0.995712898128963
7bf0ba158b296522762f07e71bc7f80f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9999197773857121
8fd34a138c9758e4f3eadbc621b48142	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex	0.9999964314948704
92bc1b47788eb005a9ce5b3f3f81a7d1	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Psocidae;g__Metylophorus;s__Metylophorus novaescotiae	0.9999920046719265
c0a407256fa3aaac4ff36aef2d1c0bea	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.966069312361143
cd5c9fb2b62c51a495ce397549da0db6	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.7111350251595123
033fa341ff37dfee8d9ba6b1dbb79473	k__Animalia;p__Arthropoda	0.9959055275191565
bb1a8c810e8a39a1e062e424b4efcbb0	k__Animalia;p__Arthropoda;c__Insecta	0.9014511396915603
4549bb7c498e8ecce76a3f25ccbdef05	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.9783299827826539
45fbfd1745f280b02542424b808b8b94	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex;s__Culex erraticus	0.8518630050638436
2a95370a05a8e6fa517a06466b68c066	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Tipula;s__	0.7451319040600307
2fb1f50f5e759750efcc772764ca86b5	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Hydropsyche;s__Hydropsyche orris	0.9999966506955317
03a9ed92c6276398619318cb8bed82f5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes vexans	0.9904218141298297
fefd03395cb8c3dbaf8e5d808b1028fc	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Chironomus;s__	0.8303887033892464
09a4ddd8088b429e7a4a4e229549251f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Epiphragma;s__Epiphragma solatrix	0.9999839647262697
f02f768d8396a1bbc53676e620d1cc80	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Ptilodactylidae;g__Ptilodactyla	0.999998546123274
fa6b464a2d92b194c36469efee7e6f18	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tachinidae;g__Lixophaga	0.9923201662902171
8ab4c177e615309a713bbb3e36e6ab6c	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9999305555236411
22bdd4ddd7047be6f341050c57d2b0fc	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7056792397868074
bccb537195727b59027b780584e658d6	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Cycnia;s__Cycnia tenera	0.9804211226027835
4bb0e34b8b6b7a4e038d37171054cc06	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Flatidae;g__Metcalfa;s__Metcalfa pruinosa	0.7042617322181137
c014709a3c379b19fbff82463846957b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Epiphragma;s__Epiphragma solatrix	0.9997531648260076
516cd96c44f486c2fa61a5b64f9aaf98	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Pseudolimnophila;s__Pseudolimnophila luteipennis	0.9999751240591748
32a4ba6115ed95ca4dfc4c2c738f9d0a	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Cosmopterigidae;g__Perimede;s__Perimede circitor	0.9791311610680342
5cb7db567ed38a26d56b046952437943	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera	0.8176135205879342
69180d99facd6602fffd4f3c94ed186c	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	0.8717337970676335
