feature	importance
8a7106b2d17885a6c85d1269d92b66ef	0.035403655816593584
4ec8494a7b1d186a378b172d9d77bd4a	0.028045544398530325
3fb515f319619065c9d2c2908d02219f	0.027160831230813712
b7f8b1aa4a2ca9a8513f2284d43054e9	0.02579435421323088
7eac848df6dc6050dd03135a19649e5c	0.024142473875160428
4db3c60d2806d038d7fa6b32646d7fe1	0.02231146524530047
31e12d978ed1196b6c00f93ac8f8187e	0.020915605844004523
405ddf0425ce9e0feccebe56b2c6d20f	0.020305765989754313
8c730e91eee63d3ff37cef380126c074	0.018936798327470288
6af2f4e86e352c628c955916cab21d45	0.01864386957390395
a5656030a88d1385cd71c5d5832afd57	0.016704364198610766
566876a695a3954503c2985cdfdb08d8	0.01644158694032013
2d96dcc53d35477597f152881a112bfd	0.015995103046684434
d049fb365cb8ea92bac58c5a3431321c	0.014610921073816816
42c8a3b3a839494f8f58108ac804fd35	0.014552502716437847
293af6ee4433c3d9e5724b83bce5fbbf	0.013768306083528085
3d74819f9ef1c7169f148fa1e2203983	0.012861022883397558
9c6b3d4ff3606c3ec33b19494669db9b	0.011924739329404879
e27c2574953f117708e26a3ae577447f	0.011320368335187
f02f768d8396a1bbc53676e620d1cc80	0.010600355368493913
780bc29da8912f96c176b008d53f6f58	0.010468018696578176
f9e5b8cc24302a070f42d350ebebbf6b	0.009983651373513357
0689114c5a17590b2d4fbe383b75ed1f	0.009642114712193065
418abb8a30fce55095b6308a4f6911b6	0.009346498136900422
b3bc32bf38e8656e114bdd410533db34	0.009343891198968382
c1b7905f0260401d0e5ea2a9a46ae64a	0.009109170406069955
25b06c0df903a469ae3c3e6d58615cf9	0.009094272082030687
c2a3df8166027e9e1e3dd11d8b00aad4	0.008697998826587672
aef5ececa3c7222f79201ff173264ecb	0.008546976814062702
19d6b540e88563e0ee09cdd2bd493341	0.008542145595018586
65d5fa6d7e70a2048699fd898caf1fca	0.008471246951258333
70e871af6d992ae94cc20d25d68d809c	0.008092342429743722
ff931d48f7fa4a2b6121abd736444d5e	0.007919840333003553
516cd96c44f486c2fa61a5b64f9aaf98	0.007714816242557984
5e6a9ed4052a3e1474e9ce1f1d6dd373	0.007269670884910683
b0c4de8c62edbae4e6ff051a2cc68aeb	0.006927874828254326
d1cf24d9d362b1bd29360b2f8cc5e7eb	0.006793831237089038
4a4ea500dbd9beedb927cd4bf7115e89	0.00656623570407385
3987850ee0802316331ab4db9746fb6c	0.006418849719710676
aa4d83769bb78b8e50306bab0632d4d0	0.006309523501449486
7a9de7222706037fa9a9f0fa350c77ca	0.006183194745055038
972f004474b31ee62cf6f7d014aeab7e	0.0060712506041802495
cb869e5c7ac03596351d0be011aa6e6b	0.00602070914844959
14387037d96b47b0c8084e0464e5d4b7	0.005978058833516719
6be291de0950217e5cda1654242f0f04	0.00580047399927926
121a7fb4eacb08cf9e0191b7c108bd92	0.005609201932328844
fefd03395cb8c3dbaf8e5d808b1028fc	0.005567792437345918
b46f6acdb627b63e7bf182b9ed8a3fd8	0.005532471165208229
578ef2f4f8ec8f8cdf8abab6a68d81aa	0.005368976548491643
bb013631b15f8241e1457abbc41e638f	0.005297308047620578
3826797b3a953d7764017672f02e97b4	0.0052747228200486045
3dbaeb8ffb2c80f41a4ed623ab7e7995	0.0051170681616528576
27b88de22dae28179d81be98caf86f52	0.005004006448856921
4bb0e34b8b6b7a4e038d37171054cc06	0.004973566238605182
c7651db713fc26553b8e75693e4536eb	0.004956267625852813
4a00b3bcc7b4b00487f4aa66b235e39d	0.004866902157512947
82b288c66f7246fad81ecb2e67a74740	0.004844832921066106
50371898bc7e087facdc5d743256f4fe	0.0047828625991481015
3320f8a65c704cd1f5b61799c494b210	0.004708526712918547
b8939803c02307fcfb3965360d5f0837	0.0045798738820291085
f87ce82f78a26d35bd7b744a1ff17c9f	0.004475817575297572
785dff7ab75f1fe0a32a8c39cb5b4266	0.004462879077743418
a738d5685b5f60dd4218aec33545ce43	0.0043058972920654755
e79c1b40b31e99541eee9875deb6f787	0.004277654242202331
5bda90b512851522eb3cb3c212be1dbd	0.004270363886157849
eec2aa14c96e5016d978a5da275d95a6	0.004124863916895076
a236ca087d63a0b26b16b74cc459901b	0.004025173649726428
e44555c09f9655d018b526476f4503d2	0.003983651122990427
fe3f3f308c3118fa02741dfe4d2fa57f	0.0038290356260977884
7bf0ba158b296522762f07e71bc7f80f	0.003688075530615323
88e73c56c92fcd33c4cb4daa75d3cd57	0.0036405161638547404
e1a1ae135b6708048c9b56eeaeb81718	0.003519936491786502
21158d0592d0ca5826c3b44b7472656e	0.003450202944969392
6e435ce11887967261dfc8aa5c58dcc2	0.003437154035569994
f8a66cbf02ac319a422820facbcf62d4	0.003394485105784908
b6c801c84d5ada3ab77b65418ed6b20e	0.003374314193858144
e75df732b7441dffb6506e98a523eb76	0.0033674435095049867
8461c64dc4784f2ad7b3132aef6ed011	0.0033529452465349075
2e1119d012fa0dded9d17604f6e0bf4f	0.003310375714859736
04f15c633e48824328826ce8be63afd7	0.00330987368494767
069567217cf6dd03d79e8238e5d636b8	0.0032519939521965355
6208dea11675582e26a4ac9c0e1ce83c	0.003219826616827973
99a803b167056695328843c6dddb451b	0.0031026995283043655
532deb6b9920ee9dc994417ed59118ef	0.00309564837144495
848424d5a6a81680d6cd8f3835df4947	0.0030863903334907637
4622cb135cf309852ac4289aacbb7f5b	0.0030538283849280185
19c7fb4fd8d5fd98923f0011765d8f5e	0.003052548368779614
6075ac651d0fc4ff05c97ea7e2281514	0.0030291589885550778
59a5c4341e412755fffe9915f73073ed	0.0030136109420771094
0ee38e33b305eb6d4e12213b3cbedc98	0.002999784332216419
1038e6db72ba979e7f58f2b51e224119	0.002934841280935095
899b607541da1317b479029054a4f9de	0.0029311583796489786
d18b9b0d9c0501fc4310fd74dbfc5a16	0.002890328389826779
d46b8ad41d50f3b31ae8491b0d5090bd	0.0028645962975430567
190ec2c1d8ee3a5e1b598649fb77ee0e	0.0027776844505502376
40768ca3f2a7e987f809b7c06f87c08f	0.0027536614538000857
c5c117feea7a7c8cf3b95645447dfa1d	0.0027379257230792198
53d5624efe4bc8ce654f3ca2bb7664a0	0.002680115643166396
63b6111d1a531c12e6ae4e9b9431944c	0.0025657675404026003
8819c06e7a23d20dc24b0110664e729b	0.0025375036500513907
a7e33f84069d0abadd817ad95199f085	0.0025201945792809217
fae67ce0ad2198f7c3f8a2e42b5ad362	0.002507355278126083
7b8da28412ec306b68ad6a173a79b63d	0.002505559035621083
db0d99151a5f5f0f8fb71b981767de8f	0.0024417350847860454
6c3623d1779582871543cc8c383bd9c5	0.002440707403148396
fda9e7600303d4ea694fa9aa84002fac	0.0024263078002678415
7e844adc70335f051fc4792b9cbc8a40	0.002395930777389427
32a4ba6115ed95ca4dfc4c2c738f9d0a	0.0023831232386614253
83067b98fd7735aec29d28af28b209c9	0.0023779338708193264
0e61153c8cd5ac045ff5c46e1f57fd8c	0.002370222045347444
a57031bd585ac741e83525fcce576941	0.002330480825622484
341c3ab05cebe78027796913e2e32f3f	0.0023279551186864756
a2c8df79fcdad29575e7485be2032c8f	0.0023107727708790485
202f8d4aedec88bf5120c35c3845526b	0.002270688692855281
82dd42ffe0bec7ccd61cee80f01ded26	0.0022655080663205513
14eb6622cac9a6572a7d2da1e2f72821	0.0022654593605790137
6a8255cf5dc0cf5a57cce9e441136565	0.002190420630810566
3d3d6feefe4b41cba91901433f6c1d0e	0.002174245824521971
da02454b539ee824f0ad856929ce4d87	0.002124472547631091
290a0e3c5553dda8bf71a51d87a4e198	0.002107757653320747
ba86d065be6f7852a2137984d8a181e6	0.002105175501138581
b4c6a74830ac170f37f937102393fcf4	0.0020966808518270603
2fb1f50f5e759750efcc772764ca86b5	0.002005459038989992
7b8067e525d039e0cce635af89e42cbe	0.001988362091706643
85363f687d40f3d92bd3f8aadbecedb4	0.0019821098862191537
fc6dfdd2178bf1549039d6d37e9d9827	0.001975687077325694
2138a1293a182b8d53754dc873c92089	0.0019614257473559967
e17354d562137d185d0e9d812d0e2985	0.0019587248701653437
ee428b867f1c0aa2d56e7c61d744bf56	0.001953576536012769
8a89aa54d526a2200337c0fd5e8b1411	0.0019520413579004004
