,Df,Sum Sq,Mean Sq,F value,Pr(>F)
Site                      ,1,0.00125956925323518,0.00125956925323518,0.530657887671893,0.467034717622176
Roost                     ,3,0.00234484253686677,0.000781614178955592,0.32929489832627,0.804178182389004
CollectionMonth           ,2,0.00549572602162532,0.00274786301081266,1.15767765621801,0.315948946649624
Site:Roost                ,3,0.00652278689827842,0.00217426229942614,0.916019056589878,0.433774226963289
Site:CollectionMonth      ,2,0.000246448364038254,0.000123224182019127,0.0519144810596273,0.949420626368989
Roost:CollectionMonth     ,6,0.00916209557844355,0.00152701592974059,0.643333461527561,0.695472095915838
Site:Roost:CollectionMonth,5,0.00343944739994669,0.000687889479989339,0.289808581358489,0.918355719475595
Residuals                 ,242,0.574411059110427,0.00237359941781168,NA,NA
