	importance
2c11ea64de16805e25ed359888baabf6	0.04130096412723888
954ba86f46a17e332fb8f7e065d5c196	0.035179953634721366
6a5c7f2f53495aec6dc9eea864305059	0.03297056432789957
9c1759410185e12aa041d91bef2484d5	0.03248472308460494
f1c7baf332ebaa98a4381b5c5de74f64	0.03191322265839145
46f68fb7accd2cf2419ca3cd22da3646	0.030450998460712836
106866132fd52b9d5c96c38bde87c51f	0.027864134891816317
65d5fa6d7e70a2048699fd898caf1fca	0.026203750751539127
ee428b867f1c0aa2d56e7c61d744bf56	0.024361248771336486
2066a2ef9e7c8048b1af441a0d9614b1	0.023745514431730598
6868fa68c66d6b641ff8d94e83b79372	0.02237856412050655
0800bfd0a4fdce8c3928b79bc5cf1698	0.022207715462772865
ed1aad37a270547a75cba148aca2723b	0.02158467706228868
5cac244b7bc2b762706cf1e5898f59a9	0.021227452739692617
3cfeeb16701da023d483c4bca6e37a3e	0.017032666701734523
47b2fd12f3c165ed18c47b1e9379db35	0.01593525153753824
c0ba220cf5cce50c45e4b4eacbc601a7	0.01383625028022353
1351291e85fddedd6f274098d8131237	0.013394966206909633
9b9c0238bfb28edb2cddb188980bfb9f	0.012966456372380853
b0c4de8c62edbae4e6ff051a2cc68aeb	0.011868609053085625
94cac66ecd39a4d5332e6a65750d9719	0.011647603259820744
d18b9b0d9c0501fc4310fd74dbfc5a16	0.011163155857779283
9b3e73470b8140976485a72130936167	0.01024876171214761
a1cfe0335c0c447b1e4944f81e472a0c	0.009852471489112601
4d6844e2e1aaa41f64bbcee1d9dea924	0.00982670325719461
eae35ebb8aff8fa1779e68fc1cd63e6e	0.009666217251596824
3c5423c213cf0027257b844a9c89b19d	0.009150155496917486
19c7fb4fd8d5fd98923f0011765d8f5e	0.009079602858009047
f5bb9eb4107ebf5ac9f7c18398485e9b	0.00894372341809223
154245fda1eade3340224209c85cb24c	0.00877905217919926
22d6941e40741a993930e52eda93b955	0.008729340560854422
4622cb135cf309852ac4289aacbb7f5b	0.0082578306488053
79f33868abee420faa529b31aefc8d10	0.008052828343133249
