	importance
954ba86f46a17e332fb8f7e065d5c196	0.10009085921946417
5cac244b7bc2b762706cf1e5898f59a9	0.06490945186125696
6a5c7f2f53495aec6dc9eea864305059	0.06211722711503444
47b2fd12f3c165ed18c47b1e9379db35	0.05548920948873014
9c1759410185e12aa041d91bef2484d5	0.053511744914981715
65d5fa6d7e70a2048699fd898caf1fca	0.03380347543776782
c0ba220cf5cce50c45e4b4eacbc601a7	0.03136742999096463
6868fa68c66d6b641ff8d94e83b79372	0.030285317082405498
6280a664e750c88afb6069f05b2a29a7	0.02837690931838189
4622cb135cf309852ac4289aacbb7f5b	0.02782321867345349
3cfeeb16701da023d483c4bca6e37a3e	0.02748393104356563
ed1aad37a270547a75cba148aca2723b	0.02657344084445159
ee428b867f1c0aa2d56e7c61d744bf56	0.02473102437656276
b0c4de8c62edbae4e6ff051a2cc68aeb	0.024380963596844822
106866132fd52b9d5c96c38bde87c51f	0.0208349195695891
d18b9b0d9c0501fc4310fd74dbfc5a16	0.020267460874519798
f1c7baf332ebaa98a4381b5c5de74f64	0.01956734637493855
2c11ea64de16805e25ed359888baabf6	0.017838733994437535
79f33868abee420faa529b31aefc8d10	0.016335401422581268
4d6844e2e1aaa41f64bbcee1d9dea924	0.016054012373356526
190ab3993d54d0eb9f0262c75311072e	0.015986853954128
1351291e85fddedd6f274098d8131237	0.014936977758408737
38dbe950a88a0d6f89c7e2706ee47e81	0.014615299542158627
a1cfe0335c0c447b1e4944f81e472a0c	0.014511902900062648
3c5423c213cf0027257b844a9c89b19d	0.01364037438421201
19c7fb4fd8d5fd98923f0011765d8f5e	0.012677181894674566
9333dd0039cca5f8971e32f3d3badb2d	0.01166937624007883
2066a2ef9e7c8048b1af441a0d9614b1	0.010454674767368648
7c23eb81bb14b6c484061b072c6b6af1	0.010438104245371359
154245fda1eade3340224209c85cb24c	0.010248381710435985
f5bb9eb4107ebf5ac9f7c18398485e9b	0.010223117791544053
22d6941e40741a993930e52eda93b955	0.010048673842297243
0871fb8fc45696ef2abe3569477afa6f	0.010041231435428396
67571657f9bc42a71d6c402661be1d97	0.009662630760732616
94cac66ecd39a4d5332e6a65750d9719	0.009528555797257355
0800bfd0a4fdce8c3928b79bc5cf1698	0.009143101186894324
c1b305dcd78bb77c09ff85032e57f691	0.009053027845701715
9b3e73470b8140976485a72130936167	0.00877876677863339
89e5597a9643af8cc7fe80ac924b8d76	0.007912713716308167
4c11f03555e3e85a7a2eda95f590ab85	0.00771603321246366
46f68fb7accd2cf2419ca3cd22da3646	0.007461877938971957
43dcc5a07f9d10fdd355a358de425469	0.006991589339848345
86d824f733d61170ef80a4235cb32238	0.006772028367411105
ea1049842c518a849f88a3a1f3981ff5	0.006659038265315674
30574eac840c5511b2cba5ee6e7b302d	0.006451275191938738
eae35ebb8aff8fa1779e68fc1cd63e6e	0.006172265777607548
9b9c0238bfb28edb2cddb188980bfb9f	0.005833404696930274
d0f166d6a33f04359d7db697d1cb9698	0.0052152818909951435
a024fc28d079d7f886c27ca2de13b65a	0.0039053923927952704
62f3f2d32c53e9c0fa0183f78539af1d	0.003539484893136611
68b467c1b5a07faca9412c38f779f507	0.003219969027222213
d4cf38553871750e07d9a8f96bb1edda	0.003215502068231647
2cb1de3501e777c8646d1537f59cbb6d	0.003094103324338529
224d1b6fb9e7bfff45493fa76834e9aa	0.003057631356691677
26a257f94e8e6109221965efdbf26392	0.002897905334529407
0b17ce4502ca2ba4c4840a47164af09e	0.0023841927965872665
