	importance
2c11ea64de16805e25ed359888baabf6	0.030094207411412582
f1c7baf332ebaa98a4381b5c5de74f64	0.023771822584742364
46f68fb7accd2cf2419ca3cd22da3646	0.023742303462198182
2066a2ef9e7c8048b1af441a0d9614b1	0.01905968036912161
ee428b867f1c0aa2d56e7c61d744bf56	0.01862938540030786
9c1759410185e12aa041d91bef2484d5	0.01738790636105054
6a5c7f2f53495aec6dc9eea864305059	0.016514459726325096
106866132fd52b9d5c96c38bde87c51f	0.016007986633192944
0800bfd0a4fdce8c3928b79bc5cf1698	0.014663575184179479
9b9c0238bfb28edb2cddb188980bfb9f	0.014136462176337936
ed1aad37a270547a75cba148aca2723b	0.01359349256132054
6868fa68c66d6b641ff8d94e83b79372	0.012993988594935446
3cfeeb16701da023d483c4bca6e37a3e	0.010650066382994506
47b2fd12f3c165ed18c47b1e9379db35	0.01001795853945795
954ba86f46a17e332fb8f7e065d5c196	0.009582819385231327
1351291e85fddedd6f274098d8131237	0.009573348948614644
62f3f2d32c53e9c0fa0183f78539af1d	0.009567873282795144
224d1b6fb9e7bfff45493fa76834e9aa	0.00953445288838527
65d5fa6d7e70a2048699fd898caf1fca	0.009318472086186155
eae35ebb8aff8fa1779e68fc1cd63e6e	0.008776635707434484
c0ba220cf5cce50c45e4b4eacbc601a7	0.00874295353366371
9b3e73470b8140976485a72130936167	0.0087398027451751
08a66e636c949e65220731f85cb948d5	0.008233293484764136
ccbfa51be33f44b29883b5b3d77eb720	0.008082481680434517
67571657f9bc42a71d6c402661be1d97	0.008079836012391168
94cac66ecd39a4d5332e6a65750d9719	0.007999446862375541
0b17ce4502ca2ba4c4840a47164af09e	0.0073829116019066025
9333dd0039cca5f8971e32f3d3badb2d	0.00729531556671343
19c7fb4fd8d5fd98923f0011765d8f5e	0.007228689447960674
22d6941e40741a993930e52eda93b955	0.007066605373234562
29709685913bbb5b5c696c5921f1f7ab	0.0070650070253493475
f5bb9eb4107ebf5ac9f7c18398485e9b	0.006928066763034982
d4aa1704bc85aca2c0e1e898e5586c0d	0.0069103376967362545
79f33868abee420faa529b31aefc8d10	0.006758743320592839
ff203f395863432252fa036f7530553e	0.006528468056949935
4d6844e2e1aaa41f64bbcee1d9dea924	0.006262412291888367
d18b9b0d9c0501fc4310fd74dbfc5a16	0.006056570577321544
4622cb135cf309852ac4289aacbb7f5b	0.005956136799527384
89e5597a9643af8cc7fe80ac924b8d76	0.005916020248553679
154245fda1eade3340224209c85cb24c	0.005830099137067097
2a4cb302666516e6db4f9ff6670a8df9	0.005818124554195793
857ec0ef022f834f7034ef82b9ebc789	0.005567455760984532
c8f191580ddbebea83080d3dec1215b9	0.005483215409622865
e476f0e0b19cc76e9bf92ba83600131a	0.005443466481101473
701887d96e17206a36eaa2f86b931720	0.00540505865862836
0871fb8fc45696ef2abe3569477afa6f	0.005400265716965511
d4ebdfff2f632287ba46e8dbea1da61c	0.0053437656206544466
a1cfe0335c0c447b1e4944f81e472a0c	0.005058565959737111
7c23eb81bb14b6c484061b072c6b6af1	0.004906379917647004
afb1181c8bd627c6374482dae709fe0c	0.004887020596562991
b0c4de8c62edbae4e6ff051a2cc68aeb	0.004811372501570561
40fc9e35a3c8204153974617e692a770	0.004734094466061249
3cdbf5e375dac45ca1efdf197c74d499	0.004670042305380572
5ba4b9e051ff0f529fedb8595f01fca8	0.004579863367003752
5cac244b7bc2b762706cf1e5898f59a9	0.004473935065695071
183cc807f31d7bd4fda10446cbbae15a	0.004443122549338191
3c5423c213cf0027257b844a9c89b19d	0.004427279230145158
68b467c1b5a07faca9412c38f779f507	0.004425337876554199
43dcc5a07f9d10fdd355a358de425469	0.004386313245583337
158cbd0fc1e3cd97c626aa1404d5e24f	0.00432817207326401
c1b305dcd78bb77c09ff85032e57f691	0.004319635493057007
45778ac90edf31b84722f28f67462afd	0.004209510039100266
38dbe950a88a0d6f89c7e2706ee47e81	0.004144650328546542
ea1049842c518a849f88a3a1f3981ff5	0.004134369768347335
75ee6aad1a16fa358fc464ac3c2d5911	0.004100096597491114
fef6a45a90a8740197aef9c08b23e833	0.004078320280917682
30574eac840c5511b2cba5ee6e7b302d	0.0039834025556439905
2dd29c9eae0c981395abb33f5cec14c9	0.0036912933714885847
d4cf38553871750e07d9a8f96bb1edda	0.0035969666786620606
ef672f9b7fe98f85b24d0d7bb969406a	0.00358545238852387
62c7adc24836113a910d3f5f65dc163b	0.003517586160838968
79987c40fbcbddefa52df475689a1cbd	0.0034879329972372385
1ca979456c4636653923abe56dcdf158	0.003371669162618712
1d9359eec55aaaf47f175be7c0ba83f5	0.003320641899767719
1f81c557633089ebb36d9abbbb0dd3b3	0.003303213282295774
2cb1de3501e777c8646d1537f59cbb6d	0.00321055263485977
190ab3993d54d0eb9f0262c75311072e	0.0031810950315905246
1ec617466cf6b3e5934156aa91e2e444	0.0031352760723711154
6e28a3385fd5177d4fdb41586a1a8943	0.0030805137643611052
